7550.json,TRUE,We have a federal government that thinks they have the authority to regulate our toilet seats.,"consumer-safety,corrections-and-updates,government-regulation,market-regulation,states,supreme-court,workers",ted-cruz,Senator,Texas,republican,36,33,15,19,8,a speech at CPAC,"<p> American Conservative Union, &quot;<a href=""http://www.youtube.com/watch?v=lazhYw86-X8&amp;list=PLmqnjF1D2hhaZ0r5hw-0beF9R7oaB9lOt&amp;index=67"">U.S. Senator Ted Cruz</a>,&quot; uploaded March 17, 2013 (20:00)</p> <p> CQ Newsmaker Transcripts, &quot;<a href=""http://www.cq.com/doc/newsmakertranscripts-4239519"">Sen. Cruz Delivers Remarks at the American Conservative Union&#39;s Conservative Political Action Conference</a>,&quot; March 16, 2013</p> <p> Email interview with Catherine Frazier, press secretary for Sen. Ted Cruz, March 20, 2013</p> <p> PolitiFact, &quot;<a href=""http://www.politifact.com/truth-o-meter/article/2012/jun/06/house-vote-light-bulb-bill/"">Low wattage claims</a>,&quot; June 6, 2012</p> <p> Legal Information Institute, Cornell University Law School, <a href=""http://www.law.cornell.edu/wex/commerce_clause"">Commerce Clause</a>, accessed March 20, 2013</p> <p> <em>Bloomberg BNA</em>, &quot;<a href=""http://go.bloomberg.com/health-care-supreme-court/2012-03-21/commerce-clause-jurisprudence-through-the-centuries/"">Commerce Clause Jurisprudence Through the Centuries</a>,&quot; March 21, 2012</p> <p> <em>University of Chicago Law Review</em>, Randy Barnett: <a href=""http://randybarnett.com/Original.htm"">THE ORIGINAL MEANING OF THE COMMERCE CLAUSE</a>, Winter 2001</p> <p> Supreme Court, <a href=""http://www.supremecourt.gov/opinions/11pdf/11-393c3a2.pdf"">National Federation of Independent Business et al. v. Sebelius, Secretary of Health and Human Services, et al.</a>, June 28, 2012</p> <p> U.S. Occupational Safety &amp; Health Administration, <a href=""http://www.osha.gov/pls/oshaweb/owadisp.show_document?p_table=STANDARDS&amp;p_id=11325"">Basis of authority</a>, accessed March 20, 2013</p> <p> UPI via <em>Bryan Times</em>, &quot;<a href=""http://news.google.com/newspapers?id=tblPAAAAIBAJ&amp;sjid=WVIDAAAAIBAJ&amp;pg=6411%2C5569257"">May abolish toilet seat regulation</a>,&quot; Dec. 5, 1977</p> <p> <em>Boca Raton News</em>, &quot;<a href=""http://news.google.com/newspapers?id=uhVUAAAAIBAJ&amp;sjid=N40DAAAAIBAJ&amp;pg=2372%2C1660193"">OSHA has saved lives</a>,&quot; Feb. 11, 1979</p> <p> U.S. Department of Labor, &quot;<a href=""http://www.dol.gov/oasam/programs/history/mono-osha13introtoc.htm"">THE OCCUPATIONAL SAFETY AND HEALTH ADMINISTRATION: A History of its First Thirteen Years, 1971-1984</a>,&quot; accessed March 19, 2013</p> <p> U.S. Department of Labor, &quot;<a href=""http://www.dol.gov/oasam/programs/history/osha13guenther.htm"">George Guenther Administration, 1971-1973: A Closely Watched Start Up</a>,&quot; accessed March 19, 2013</p> <p> <em>EHS Today</em>, &quot;<a href=""http://ehstoday.com/standards/osha/birth_osha"">Seven Decades of Safety: The Birth of OSHA</a>,&quot; Oct. 1, 2008</p> <p> Toilet Museum, <a href=""http://www.toiletmuseum.com/faq.html#Q6"">Toilet FAQs</a>, accessed March 20, 2013</p> <p> American National Standards Institute, &quot;<a href=""http://www.ansi.org/about_ansi/faqs/faqs.aspx?menuid=1#.UUjoTlvwKNQ"">Frequently Asked Questions</a>,&quot; accessed March 19, 2013</p> <p> U.S. Access Board, &quot;<a href=""http://www.access-board.gov/adaag/html/adaag.htm"">ADA Accessibility Guidelines for Buildings and Facilities</a>,&quot; as amended through September 2002</p> <p> U.S. Access Board, &quot;<a href=""http://www.access-board.gov/adaag/checklist/Bathrooms.html"">SURVEY FORM 16: TOILET ROOMS AND BATHROOMS</a>,&quot; accessed March 19, 2013</p> <p> U.S. Access Board, &quot;<a href=""http://www.access-board.gov/ada-aba/html/tech-06.html"">CHAPTER 6: PLUMBING ELEMENTS AND FACILITIES</a>,&quot; accessed March 19, 2013</p> <p> PolitiFact Texas, &quot;<a href=""http://www.politifact.com/texas/statements/2012/sep/27/paul-sadler/paul-sadler-says-ted-cruz-pledges-shut-down-depart/"">Paul Sadler says Ted Cruz pledges to shut down Department of Education, which would shutter federal aid to college students</a>,&quot; Sept. 27, 2012</p> <p> Email interview with Dave Yanchulis, U.S. Access Board, March 20, 2013</p> <p> Interview with Ken Wijaya, senior director of the R&amp;T Lab, International Association of Plumbing and Mechanical Officials, March 20, 2013</p> <p> Interview with Barbara Higgens, executive director, Plumbing Manufacturers International, March 20, 2013</p> <p> Email interview with Laurence Tribe, law professor, Harvard University, March 20, 2013</p> <p> Email interview with Kermit Roosevelt, law professor, University of Pennsylvania, March 20, 2013</p> <p> Email interview with David Bernstein, law professor, George Mason University, March 20, 2013</p> <p> Email interview with Ilya Shapiro, senior fellow in constitutional studies, Cato Institute, March 20, 2013</p> <p> Email interview with Erwin Chemerinsky, founding dean, University of California at Irvine School of Law, March 20, 2013</p> <p> Email interview with Tom Goldstein, partner, Goldstein &amp; Russell, publisher, SCOTUSblog, March 20, 2013</p>"
9018.json,TRUE,Austin is a city that has basically doubled in size every 25 years or so since it was founded.,"city-government,population",lee-leffingwell,Austin mayor,Texas,democrat,1,0,4,1,0,"his ""State of the City"" address","<p><a href=""https://docs.google.com/document/d/1bsZae3IU1tiWXOdkzfS8A_5K-1ax46at1QvzDfRBUAA/pub""><u>Email</u></a>, Reyne Christopher Telles, manager, media relations, City of Austin, March 5, 2014</p> <p>Chart, <a href=""http://www.austintexas.gov/sites/default/files/files/Planning/Demographics/population_history_pub.pdf""><u>&quot;City of Austin Population History 1840 to 2013,&quot;</u></a> on City of Austin website (accessed March 4, 2014)</p>"
1038.json,TRUE,"The nuclear test conducted in our nation this time is the Earth's 2,054th nuclear test. The five permanent members of the U.N. Security Council have conducted 99.99 percent of the total nuclear tests.",military,north-korea,,,none,0,0,0,0,0,a released statement,"<p> Natural resources Defense Council, <a href=""http://www.nrdc.org/nuclear/nudb/datab15.asp"" target=""_blank""> Table of Known Nuclear Tests Worldwide: 1945-69 | 1970-96 </a> </p> <p> The Nuclear Weapon Archive, <a href=""http://nuclearweaponarchive.org/"" target=""_blank""> A Guide to Nuclear Weapons </a> </p> <p> NRDC Notebook, &quot;Known Nuclear Tests Worldwide, 1945-98,&quot; by Robert S. Norris and William M. Arkin of the Natural resources Defense Council, 2005 </p> <p> AP, <a href=""http://www.google.com/hostednews/ap/article/ALeqM5iURO8fOyWVOA0ytFlaAGuC9F7R9wD98FRP6O0"" target=""_blank""> &quot;Report: NKorea test-fires short-range missile&quot; </a> May 29, 2009 </p> <p> Interview with Carey Sublette, creator of the Nuclear Weapon Archive, May 29, 2009 </p>"
2940.json,pants-fire,"In the case of a catastrophic event, the Atlanta-area offices of the Centers for Disease Control and Prevention will self-destruct.","health-care,pop-culture",walking-dead,,,none,0,0,0,0,1,the TV show's season finale,"<p> AMC, &quot;The Walking Dead,&quot; Episode 6, Season 1, aired Dec. 5, 2010<br /> <br /> AMC, &quot;The Walking Dead&quot;&nbsp; Episode 5, Season 1, aired Nov. 28, 2010<br /> <br /> AMC.com, &quot;The Walking Dead&quot; <a href=""http://www.amctv.com/originals/The-Walking-Dead/?bclid=625294007001&amp;bcpid=111717822001&amp;bctid=686805068001"">website,</a> accessed Dec. 7, 2010<br /> <br /> Interview, Karen Hunter, spokeswoman, Centers for Disease Control and Prevention, Dec. 7, 2010<br /> <br /> Interview, Tom Skinner, spokesman, Centers for Disease control and Prevention, Dec. 10, 2010<br /> <br /> The Atlanta Journal-Constitution, &quot;Outage at CDC lab adds to concerns,&quot; July 19, 2008<br /> <br /> The Atlanta Journal-Constitution, &quot;CDC lab&#39;s backup power fails during storm,&quot; <font color=""#000000"">July 7, 2007</font><br /> <br /> Radio &amp; TV Talk blog, ajc.com, &quot;<img src=""http://csc.beap.ad.yieldmanager.net/i?bv=1.0.0&amp;bs=%28124655ql6%28gid$3f07cabc-0302-11e0-995d-9be95552c6d4,st$1291836900340253,v$1.0%29%29&amp;t=blank&amp;al=%28as$11rr1mu0o,aid$fqCLZmKIVSA-,ct$25,at$0%29"" />&lsquo;<a href=""http://blogs.ajc.com/radio-tv-talk/2010/12/06/walking-dead-finale-breaks-rating-records-with-6-million-viewers-4-mil-18-49/"">Walking Dead&rsquo; finale breaks rating records with 6 million viewers, 4 mil 18-49</a>,&quot; Dec. 6, 2010&nbsp;&nbsp;</p>"
8492.json,TRUE,"Under President George W. Bush, we added $4.9 trillion to the debt. Under President Obama weve added $6.5 trillion to the debt.",debt,kelly-ayotte,U.S. Senator,New Hampshire,republican,2,1,1,4,0,"a town hall meeting in Hudson, N.H.","<p>Kelly Ayotte, comments at a town hall event in Hudson, N.H., Oct. 24, 2013</p> <p>PolitiFact New Jersey, <a href=""http://www.politifact.com/new-jersey/statements/2012/may/04/chain-email/obama-has-added-more-national-debt-previous-43-pre/""><u>Obama has added more to national debt than the previous 43 presidents combined, chain e-mail states</u></a>, May 4, 2012</p> <p>PolitiFact, <a href=""http://www.politifact.com/truth-o-meter/statements/2011/dec/16/mitt-romney/mitt-romney-says-obama-has-racked-much-debt-almost/""><u>Mitt Romney says Obama has &quot;racked up as much debt as almost all of the other presidents combined</u></a>,&quot; Dec. 16, 2011</p> <p>PolitiFact New Hampshire, <a href=""http://www.politifact.com/truth-o-meter/statements/2011/jul/10/mitt-romney/mitt-romney-says-barack-obama-will-add-more-debt-4/""><u>By the end of his first term, President Obama will have added as much debt as all the prior 43 presidents combined</u></a>, July 10, 2011</p> <p>U.S. Department of the Treasury, <a href=""http://www.treasurydirect.gov/NP/debt/search?startMonth=10&amp;startDay=24&amp;startYear=2013&amp;endMonth=&amp;endDay=&amp;endYear=""><u>Debt to the Penny for Oct. 24, 2013</u></a>, accessed Oct. 30, 2013</p> <p>U.S. Department of the Treasury, <a href=""http://www.treasurydirect.gov/NP/debt/search?startMonth=01&amp;startDay=20&amp;startYear=2009&amp;endMonth=&amp;endDay=&amp;endYear=""><u>Debt to the Penny for Jan. 20, 2009</u></a>, accessed Oct. 30, 2013</p> <p>U.S. Government Accountability Office, <a href=""http://www.gao.gov/special.pubs/longterm/debt/debtbasics.html""><u>Federal Debt Basics</u></a>, accessed Oct. 31, 2013</p> <p>Email interview with Liz Johnson, spokeswoman for Kelly Ayotte, Oct. 31, 2013</p>"
5352.json,FALSE,Says a U.S. Supreme Court justice suggested that some U.S. cases will be decided based on South African law.,"legal-issues,supreme-court",marco-rubio,U.S. Senator,Florida,republican,33,24,32,35,5,a speech at the CPAC conference,"<p> YouTube, <a href=""http://www.youtube.com/watch?v=nsOM_a1aQPE"">U.S. Sen. Marco Rubio Speech at CPAC</a>, Feb. 9, 2012<br /> <br /> YouTube, <a href=""http://www.youtube.com/watch?v=vzog2QWiVaA"">Al Hayat TV interview with U.S. Supreme Court Justice Ruth Bader Ginsburg</a>, Jan. 30, 2012<br /> <br /> U.S. Supreme Court, <a href=""http://www.supremecourt.gov/about/biographies.aspx"">Biographies of current Justices of the Supreme Court</a>, Accessed Feb. 13, 2012<br /> <br /> U.S. Embassy of the United States Egypt, <a href=""http://egypt.usembassy.gov/pr012812.html"">&quot;U.S. Supreme Court Justices Ruth Bader Ginsburg visits Egypt,&quot;</a> Jan. 28, 2012<br /> <br /> Foreign Policy, <a href=""http://blog.foreignpolicy.com/posts/2012/02/06/why_does_ruth_bader_ginsburg_like_the_south_african_constitution_so_much"">&quot;Why does Ruth Bader Ginsburg like the South African constitution so much?,&quot;</a> Feb. 6, 2012<br /> <br /> <em>New York Times</em>, <a href=""http://www.nytimes.com/2012/02/07/us/we-the-people-loses-appeal-with-people-around-the-world.html?_r=1"">&quot;We the People Loses Appeal with People Around the World,&quot;</a> Feb. 6, 2012<br /> <br /> Liberally Conservative, <a href=""http://www.liberallyconservative.com/ruth-bader-ginsburg-anti-us-constitution/"">&quot;Ruth Bader Ginsburg: Anti-U.S. Constitution,&quot;</a> Feb. 6, 2012<br /> <br /> RedState, <a href=""http://www.redstate.com/rep_michele_bachmann/2012/02/08/our-constitution-is-not-irrelevant-justice-ginsburg/"">&quot;Our Constitution is not irrelevant, Justice Ginsburg,&quot;</a> Feb. 8, 2012<br /> <br /> Liberty Counsel, <a href=""http://www.lc.org/index.cfm?PID=14100&amp;PRID=1151"">&quot;Justice Ginsburg calls U.S. Constitution a bad example,&quot;</a> Feb. 3, 2012<br /> <br /> Media Matters, <a href=""http://mediamatters.org/blog/201202090010"">&quot;Selective (and misplaced) outrage: The right-wing freakout over Justice Ginsburg&rsquo;s Comments in Egypt,&quot;</a> Feb. 9, 2012<br /> <br /> The Volokh Conspiracy, <a href=""http://volokh.com/2012/02/03/u-s-justices-foreign-statements-about-the-u-s-constitution/"">&quot;U.S. Justices&rsquo; foreign statements about the U.S. Constitution,&quot;</a> Feb. 3, 2012<br /> <br /> <em>The Boston Globe</em><a href=""http://articles.boston.com/2012-02-08/opinion/31034513_1_constitution-justice-ruth-bader-ginsburg-guarantee-freedom/2"">, &quot;Ganging up on Ginsburg -- way too quickly</a><a href=""http://articles.boston.com/2012-02-08/opinion/31034513_1_constitution-justice-ruth-bader-ginsburg-guarantee-freedom/2"">,&quot;</a> Feb. 8, 2012<br /> <br /> Interview, Alex Conant, spokesman for Marco Rubio, Feb. 10, 2012<br /> <br /> Interview, Eugene Volokh, law professor at UCLA, Feb. 13, 2012</p>"
12027.json,half-true,Says Marco Rubio skipped 18 defense votes including one to arm the Kurds to fight ISIS.,"military,voting-record",keep-promise-1-pac,,,republican,0,1,1,0,0,a TV ad,"<p>Keep the Promise 1, <a href=""https://www.youtube.com/watch?v=EHzy68MqUEE"" style=""text-decoration:none;""><u>&quot;Rubio absent on defense&quot; ad</u></a>, March 6, 2016</p> <p>Political TV Ad Archive, <a href=""https://politicaladarchive.org/ad/polad_marcorubio_z7vov/"" style=""text-decoration:none;""><u>Keep the Promise 1 Ad</u></a>, March 7, 2016</p> <p>Breitbart, <a href=""http://www.breitbart.com/big-government/2016/02/17/exclusive-team-cruz-fires-at-rubio-for-skipping-18-defense-bill-votes-in-2015-marco-was-nowhere-to-be-found/"" style=""text-decoration:none;""><u>&quot;Exclusive &mdash; Team Cruz Fires at Rubio for Skipping 18 Defense Bill Votes in 2015: Marco &lsquo;Was Nowhere to Be Found,&rsquo;&quot;</u></a> Feb. 17, 2016</p> <p>U.S. Senate, <a href=""http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&amp;congress=114&amp;session=1&amp;vote=00215"" style=""text-decoration:none;""><u>H.R. 1735</u></a>, Passed June 18, 2015</p> <p>Congress.gov, <a href=""https://www.congress.gov/bill/114th-congress/house-bill/1735/amendments"" style=""text-decoration:none;""><u>H.R. 1735 including Senate amendments</u></a>, Passed Senate June 18, 2015</p> <p>Vote Smart, <a href=""https://votesmart.org/candidate/key-votes/1601/marco-rubio#.Vt7mTfkrIy5"" style=""text-decoration:none;""><u>Marco Rubio&rsquo;s voting record</u></a>, Accessed March 8, 2016</p> <p>GovTrack, <a href=""https://www.govtrack.us/congress/members/marco_rubio/412491"" style=""text-decoration:none;""><u>Marco Rubio</u></a>, Accessed March 8, 2016</p> <p>Sen. Joni Ernst press release, <a href=""http://www.ernst.senate.gov/public/index.cfm/press-releases?ID=4301E9E3-CAC1-5E43-57B7-583704702B5E"" style=""text-decoration:none;""><u>&quot;Sen. Ernst Calls for Support for Critical Partner in Fight Against ISIS,&quot; </u></a>June 15, 2016</p> <p><em>Politico</em>, <a href=""http://www.politico.com/story/2016/03/cruz-super-pac-aims-to-take-out-rubio-in-florida-220355"" style=""text-decoration:none;""><u>&quot;Cruz super PAC aims to take out Rubio in Florida,&quot; </u></a>March 7, 2016</p> <p><em>Politico</em>, <a href=""http://www.politico.com/story/2015/06/joni-ernst-military-aid-kurds-isil-fight-iraq-ambassador-react-118922"" style=""text-decoration:none;""><u>&quot;Iraqi ambassador: Ernst&#39;s military aid proposal a &#39;dangerous precedent,&#39;&quot; </u></a>June 12, 2015</p> <p>Bloomberg, <a href=""http://www.bloomberg.com/politics/features/2016-01-20/what-kind-of-man-spends-millions-to-elect-ted-cruz-"" style=""text-decoration:none;""><u>&quot;What kind of man spends millions to elect Ted Cruz?&quot; </u></a>Jan. 20, 2016</p> <p>Center for Responsive Politics, <a href=""https://www.opensecrets.org/pacs/lookup2.php?strID=C00575373&amp;cycle=2016"" style=""text-decoration:none;""><u>Keep the Promise 1</u></a>, Accessed March 7, 2016</p> <p><em>Washington Post</em>,<a href=""https://www.washingtonpost.com/news/post-politics/wp/2015/08/04/cruz-super-pac-launches-seven-figure-nationwide-ad-campaign/"" style=""text-decoration:none;""><u> &quot;Cruz Super PAC launches seven figure nationwide ad campaign,&quot; </u></a>Aug. 4, 2015</p> <p>PolitiFact, <a href=""http://www.politifact.com/truth-o-meter/statements/2016/mar/03/donald-trump/donald-trump-right-marco-rubio-has-worst-senate-vo/"" style=""text-decoration:none;""><u>&quot;Donald Trump is right: Marco Rubio has worst Senate voting record,&quot;</u></a> March 3, 2016</p> <p>PolitiFact Florida, <a href=""http://www.politifact.com/florida/statements/2015/dec/22/marco-rubio/marco-rubio-says-ted-cruz-voted-defense-cuts-rand-/"" style=""text-decoration:none;""><u>&quot;Marco Rubio says Ted Cruz voted for defense cuts in Rand Paul&#39;s budget proposal,&quot;</u></a> Dec. 22, 2015</p> <p>Interview, Kristina Hernandez, Keep the Promise 1 spokeswoman, March 7, 2016</p> <p>Interview, Norm Ornstein, American Enterprise Institute resident scholar, March 7, 2016</p> <div>&nbsp;</div>"
5210.json,pants-fire,"Rep. David Cicilline is responsible for the federal loan guarantee to Solyndra, the failed solar company","energy,stimulus",national-republican-congressional-committee,,,republican,18,9,8,5,8,a news release,"<p> News release, &quot;Cicilline&rsquo;s Solyndra Debacle Worsens as the Bankrupt Company Prepares to Give Fat Bonuses to Senior Employees,&quot; National Republican Congressional Committee, Jan. 13, 2012<br /> <br /> NRCC.org, &quot;<a href=""http://nrcc.org/default.asp?id=274&amp;newsid=3409"">Dems&rsquo;</a><a href=""http://nrcc.org/default.asp?id=274&amp;newsid=3409""> Solyndra Debacle Worsens as the Bankrupt Company Prepares to Give Fat Bonuses to Senior Employees</a>,&quot; National Republican Congressional Committee, Jan. 13, 2012<br /> <br /> Interview, Nat Sillin, spokesman, National Republican Congressional Committee, Jan. 13, 2012<br /> <br /> Recovery.gov, &quot;<a href=""http://www.recovery.gov/About/Pages/The_Act.aspx"">The Recovery Act</a>,&quot; 2009, accessed Jan. 13, 2012<br /> <br /> Energy.gov, &quot;<a href=""http://energy.gov/sites/prod/files/Solar%20Background%20Document%201.pdf"">Timeline of DOE&rsquo;s review of the Solyndra Loan Guarantee Application</a>,&quot; accessed Jan. 13, 2012<br /> <br /> RI.gov, &quot;<a href=""http://www.ri.gov/election/results/2010/general_election/"">2010 General Election</a>,&quot; updated Nov. 17, 2010, accessed Jan. 13, 2012</p>"
7993.json,pants-fire,Says Ohio budget item later signed into law by Gov. John Kasich requires women seeking an abortion to undergo a mandatory vaginal probe.,"abortion,pundits,women",rachel-maddow,MSNBC host,,none,6,6,4,6,1,"On “The Rachel Maddow Show,” broadcast on MSNBC","<p>&nbsp;</p> <p><a href=""http://www.nbcnews.com/id/26315908/#52347201"">&quot;The Rachel Maddow Show&quot; on MSNBC</a>(video), June 28, 2013;</p> <p>&nbsp;</p> <p>Transcript of &quot;The Rachel Maddow Show,&quot; June 28, 2013, via LexisNexis;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>The Plain Dealer, via cleveland.com, <a href=""http://www.cleveland.com/open/index.ssf/2013/06/kasich_signs_budget_keeps_abor.html#incart_river"">&quot;Kasich signs budget, keeps abortion restrictions, leaves door open for Medicaid expansion,&quot;</a>June 30, 2013;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>Office of Ohio Gov. John Kasich, <a href=""http://www.governor.ohio.gov/Portals/0/FY2014-15%20Budget%20Veto%20Messages.pdf"">veto messages</a>, June 30, 2013;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>Ohio House of Representatives, <a href=""http://www.legislature.state.oh.us/BillText130/130_HB_59_EN_N.html"">Amended Substitute House Bill 59</a>, as enrolled;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>The Raw Story, <a href=""http://www.rawstory.com/rs/2013/06/29/maddow-to-ohio-women-welcome-to-your-mandatory-vaginal-probe-under-new-state-budget/"">&quot;Maddow to Ohio women: &lsquo;Welcome to your mandatory vaginal probe,&rsquo; under new state budget,&quot;</a>June 29, 2013;</p> <p>&nbsp;</p> <p><br /> Twitter.com, tweets @JohnKasich (<a href=""https://twitter.com/word_34/status/351492067622526977"">one</a>and <a href=""https://twitter.com/turnapage/status/351516628208459776"">two</a>), June 30, 2013</p>"
1926.json,FALSE,We have a director of homeland security who cannot use and will not use the term 'terrorist attack' but instead substitutes 'man-made disaster.' ,"homeland-security,terrorism",jerry-patterson,state land commissioner,Texas,republican,1,1,1,3,0,a speech at the Texas Republican Party Convention,"<p>Interviews with Jerry Patterson, Texas land commissioner, June 16 and 17, 2010</p> <p><a href=""http://alt.coxnewsweb.com/statesman/politifact/061810_pattersonemail.rtf"" target=""_blank"">E-mail correspondence</a> with Patterson</p> <p>House Homeland Security Committee, <a href=""http://homeland.house.gov/Hearings/index.asp?ID=171"" target=""_blank"">video</a>, &ldquo;DHS: The Path Forward, Feb. 25, 2009</p> <p>Department of Homeland Security, <a href=""http://www.dhs.gov/ynews/testimony/testimony_1235577134817.shtm"" target=""_blank"">prepared testimony</a> of Secretary Janet Napolitano before House Homeland Security Committee, Feb. 25, 2009</p> <p>CBS News, &ldquo;<a href=""http://www.cbsnews.com/8301-503544_162-4830824-503544.html"" target=""_blank"">Napolitano Not Talking &lsquo;Terror,</a>&rsquo; &rdquo; Feb. 26, 2009</p> <p>Spiegel Online International, &ldquo;<a href=""http://www.spiegel.de/international/world/0,1518,613330,00.html"" target=""_blank"">Away From the Politics of Fear</a>,&rdquo; March 16, 2009</p> <p>Department of Homeland Security, &ldquo;<a href=""http://www.dhs.gov/ynews/speeches/sp_1240412499724.shtm"" target=""_blank"">Remarks by Secretary Napolitano at the Anti-Defamation League National Leadership Conference</a>,&rdquo; April 22, 2009</p> <p>New York Times, &ldquo;<a href=""http://www.nytimes.com/2010/01/17/magazine/17Terror-t.html?pagewanted=all"" target=""_blank"">Obama&rsquo;s War Over Terror</a>,&rdquo; Jan. 4, 2010</p> <p>U.S. Senate Homeland Security and Governmental Affairs Committee, <a href=""http://alt.coxnewsweb.com/statesman/politifact/061810_napolitanohearing.pdf"" target=""_blank"">transcript</a> of hearing on the nomination of Janet Napolitano to be homeland security secretary, Jan. 15, 2009</p> <p>Department of Homeland Security, &ldquo;<a href=""http://www.dhs.gov/ynews/speeches/sp_1236975404263.shtm"" target=""_blank"">Remarks by Homeland Security Secretary Janet Napolitano to the National Fusion Center Conference in Kansas City, Mo.</a>,"" March 11, 2009</p> <p>Department of Homeland Security, &ldquo;<a href=""http://www.dhs.gov/ynews/speeches/sp_1248891649195.shtm"" target=""_blank"">Remarks by Secretary Napolitano at the Council on Foreign Relations</a>,&rdquo; July 29, 2009</p> <p>CNN, State of the Union with Candy Crowley, <a href=""http://transcripts.cnn.com/TRANSCRIPTS/1005/02/sotu.01.html"" target=""_blank"">transcript</a>, May 2, 2010</p> <p>Interview with Matthew Chandler, deputy press secretary, U.S. Department of Homeland Security, June 18, 2010</p>"
11418.json,half-true,African-American youth unemployment is 51 percent. Hispanic youth unemployment is 36 percent.,"diversity,economy,jobs",bernie-s,U.S. Senator,Vermont,independent,18,12,22,41,0,a Democratic presidential debate in Las Vegas,"<p>Bernie Sanders, comments in the CNN Democratic debate, Oct. 13, 2015</p> <p>Bureau of Labor Statistics, &quot;<a href=""http://data.bls.gov/cgi-bin/surveymost?ln"">Labor Force Statistics from the Current Population Survey</a>&quot; (main index page), accessed Oct. 13, 2015</p> <p>Economic Policy Institute, &quot;<a href=""http://www.epi.org/blog/young-black-high-school-grads-face-astonishing-underemployment/"">Young Black High School Grads Face Astonishing Underemployment</a>,&quot; June 8, 2015</p> <p>PolitiFact, &quot;<a href=""http://www.politifact.com/truth-o-meter/statements/2015/jul/13/bernie-s/bernie-sanders-says-real-unemployment-rate-african/"">Bernie Sanders says &#39;real unemployment&#39; rate for African American youth is 51 percent</a>,&quot; June 13, 2015</p> <p>Email interview with Tara Sinclair, George Washington University economist and chief economist at the jobs site Indeed, Oct. 13, 2015</p>"
7990.json,pants-fire,"Obamacare will provide insurance to all non-U.S. residents, even if they are here illegally.","health-care,immigration",chain-email,,,none,11,43,8,5,105,a long-running chain email,"<p dir=""ltr""> PolitiFact, <a href=""http://www.politifact.com/truth-o-meter/article/2009/jul/30/e-mail-analysis-health-bill-needs-check-/"">&quot;Email analysis of health care bill needs checkup,</a>&quot; July 30, 2009</p> <p> PolitiFact Oregon, &quot;<a href=""http://www.politifact.com/oregon/statements/2013/jun/08/chain-email/will-seniors-be-denied-cancer-treatment-under-obam/"">Will seniors be denied cancer treatment under Obamacare</a>?&quot; June 8, 2013</p> <p> PolitiFact, &quot;<a href=""http://www.politifact.com/truth-o-meter/statements/2009/sep/08/rush-limbaugh/health-care-bill-transfers-limbaugh/"">Rush Limbaugh says health care bill would allow government to make transfers to your bank account</a>,&quot; Sept. 8, 2009</p> <p> PolitiFact, &quot;<a href=""http://www.politifact.com/truth-o-meter/statements/2009/jul/30/chain-email/no-free-health-care-illegal-immigrants-health-bill/"">No free health care for illegal immigrants in health care bill</a>,&quot; July 30, 2009</p> <p> The Washington Post The Fact Checker, &quot;<a href=""http://voices.washingtonpost.com/fact-checker/2011/01/judges_letter_on_health_care.html"">A judge&rsquo;s letter on health care and an email gone viral</a>,&quot; Jan. 21, 2011</p> <p> Snopes, &quot;<a href=""http://www.snopes.com/politics/medical/kithil.asp"">Judge Dread</a>,&quot; accessed July 8, 2013</p> <p> FactCheck.org, &quot;<a href=""http://www.factcheck.org/2009/08/twenty-six-lies-about-hr-3200/"">26 lies about HR 3200</a>, August 2009</p> <p> Kaiser Commission on Medicaid and the Uninsured, &quot;<a href=""http://kaiserfamilyfoundation.files.wordpress.com/2013/03/8279-02.pdf"">Key Facts on Health Coverage for Low-Income Immigrants Today and Under the Affordable Care Act,</a>&quot; March 2013</p> <p> Kaiser Commission on Medicaid and the Uninsured, &quot;<a href=""http://kaiserfamilyfoundation.files.wordpress.com/2013/02/8420.pdf"">Immigration Reform and Access to Health Coverage: Key Issues to Consider</a>,&quot; February 2013</p> <p> ABC News, &quot;<a href=""http://abcnews.go.com/ABC_Univision/Politics/healthcare-immigration-tied/story?id=19339431#.Udsikju1Fdc"">5 Answers to Questions About Immigration and Healthcare</a>,&quot; June 6, 2013</p> <p> National Immigration Law Center, &quot;<a href=""http://www.nilc.org/immigrantshcr.html#great"">Immigrants and the Affordable Care Act</a>,&quot; accessed July 8, 2013</p> <p> Interview with Laura Goodhue, executive director of Florida Chain, July 9, 2013</p>"
